CASEID,EVRMARRY,ONOWN,ONOWN18,PARMARR,INTACT18,MOMFSTCH,EVERSEX,GRFSTSX,SEDBC,PTSB4MAR,USEFSTSX,MTHFSTSX1,RELRAISD,ATTND14,AGER,HIEDUC,RACE,MAR1CON1,B1PREMAR,VRY1STAG,LIFPRTNR,SEX1MTHD1,RELIGION,LABORFOR,TOTINCR,topics_discussed_count,discuss_topic1,discuss_topic2,discuss_topic3,discuss_topic4,discuss_topic5,discuss_topic6,discuss_topic8,premarital
81240,NEVER MARRIED,Yes,Yes,Yes,No,LESS THAN 18 YEARS,Yes,,Yes,,YES,Birth control pills,Protestant - No specific denomination,More than once a week,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,1 PARTNER,Pill,PROTESTANT,Working full-time,"$50,000-$59,999",7,1,1,1,1,1,1,1,1
81241,NEVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,,11th grade,Yes,,YES,Birth control pills,Baptist/Southern Baptist,3-11 times a year,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",,16,4 PARTNERS,Pill,OTHER RELIGIONS,Working full-time,"$10,000-$12,499",1,0,0,1,0,0,0,0,
81245,NEVER MARRIED,Yes,Yes,No,No,18-19 YEARS,Yes,11th grade,Yes,,YES,Birth control pills,Other religion,Once or twice a year,21 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,17,5 PARTNERS,Pill,NO RELIGION,Working full-time,"$15,000-$19,999",2,0,1,0,1,0,0,0,1
81247,EVER MARRIED,No,No,No,No,20-24 YEARS,,12th grade,Yes,4 PARTNERS,YES,Condom,Catholic,Never,25 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,First conception before marriage,YES,16,4 PARTNERS,Condom,CATHOLIC,Working full-time,"$60,000-$74,999",6,1,1,1,1,1,1,0,1
81251,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,,11th grade,No,,NO,,Catholic,2-3 times a month,21 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,"Has been pregnant, but has never been married",,17,12,Did not use a method at 1st intercourse,OTHER RELIGIONS,Working full-time,"$100,000 or more",0,0,0,0,0,0,0,0,
81261,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,"Methodist, Lutheran, Presbyterian, Episcopal",2-3 times a month,21 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,Other,"$10,000-$12,499",0,0,0,0,0,0,0,0,0
81262,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,Yes,8th grade,Yes,,YES,Condom,No religion,Once a month (about 12 times a year),16 YEARS,10TH GRADE,WHITE,,,13,6 PARTNERS,Condom,NO RELIGION,Working full-time,"$50,000-$59,999",6,1,1,1,1,1,1,0,1
81263,EVER MARRIED,No,No,Yes,Yes,LESS THAN 18 YEARS,,,Yes,NONE,YES,Birth control pills,Other religion,More than once a week,23 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,0-12 months,,23,1 PARTNER,Pill,OTHER RELIGIONS,Working part-time,"$60,000-$74,999",5,1,1,0,1,1,0,1,0
81267,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,No,,Yes,,,,Protestant - No specific denomination,2-3 times a month,16 YEARS,10TH GRADE,BLACK,,,,NONE,,PROTESTANT,In school,$5000-$7499,0,0,0,0,0,0,0,0,0
81268,NEVER MARRIED,Yes,Yes,No,No,25-29 YEARS,Yes,,Yes,,YES,Condom,No religion,3-11 times a year,20 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,18,3 PARTNERS,Condom,NO RELIGION,Working part-time,Under $5000,3,0,1,1,0,0,0,1,1
81276,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,Yes,9th grade,Yes,,YES,Condom,No religion,Never,15 YEARS,9TH GRADE OR LESS,WHITE,,,14,3 PARTNERS,Condom,NO RELIGION,Working part-time,"$25,000-$29,999",6,1,1,1,1,1,1,0,1
81281,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,Yes,11th grade,Yes,,YES,Condom,Catholic,Never,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,1 PARTNER,Condom,CATHOLIC,Keeping house,"$60,000-$74,999",2,0,1,0,0,0,0,1,1
81291,NEVER MARRIED,No,No,No,No,20-24 YEARS,,9th grade,,,NO,,Other religion,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,15,20,Did not use a method at 1st intercourse,NO RELIGION,Working full-time,"$15,000-$19,999",0,0,0,0,0,0,0,0,
81300,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Catholic,Never,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,CATHOLIC,In school,"$30,000-$34,999",1,1,0,0,0,0,0,0,0
81302,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,Yes,,YES,Birth control pills,Catholic,Once a week,21 YEARS,BACHELOR'S DEGREE,WHITE,,,19,1 PARTNER,Pill,CATHOLIC,Working full-time,"$10,000-$12,499",4,1,1,1,0,0,0,1,1
81304,EVER MARRIED,No,No,Yes,Yes,25-29 YEARS,,,,NONE,,,Other religion,,25 YEARS,MASTER'S DEGREE,OTHER,0-12 months,,25,1 PARTNER,Never used a method,OTHER RELIGIONS,Keeping house,"$60,000-$74,999",0,0,0,0,0,0,0,0,0
81307,NEVER MARRIED,Yes,Yes,Don't know,No,LESS THAN 18 YEARS,,10th grade,Yes,,YES,Birth control pills,No religion,Never,23 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,15,1 PARTNER,Pill,NO RELIGION,Working part-time,"$30,000-$34,999",0,0,0,0,0,0,0,0,
81309,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Yes,,Yes,,YES,Birth control pills,Catholic,Once a week,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,2 PARTNERS,Pill,CATHOLIC,Working full-time,"$40,000-$49,999",0,0,0,0,0,0,0,0,1
81337,EVER MARRIED,Yes,Yes,Yes,No,25-29 YEARS,,11th grade,No,6 PARTNERS,YES,Condom,Catholic,More than once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,25-36 months,,17,8 PARTNERS,Condom,OTHER RELIGIONS,Working full-time,"$50,000-$59,999",2,1,1,0,0,0,0,0,1
81340,NEVER MARRIED,No,No,No,No,20-24 YEARS,No,,Yes,,,,Catholic,Once a week,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,CATHOLIC,Keeping house,"$30,000-$34,999",1,0,0,0,0,0,0,1,0
81343,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,,,,,YES,Condom,Other Protestant denomination,,25 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,"Has been pregnant, but has never been married",YES,20,3 PARTNERS,Condom,PROTESTANT,Working full-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,
81350,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,Yes,12th grade,Yes,,YES,Condom,Baptist/Southern Baptist,More than once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,17,2 PARTNERS,Condom,NO RELIGION,In school,"$40,000-$49,999",0,0,0,0,0,0,0,0,1
81351,NEVER MARRIED,No,No,No,No,20-24 YEARS,,9th grade,No,,YES,Condom,Baptist/Southern Baptist,More than once a week,18 YEARS,10TH GRADE,BLACK,"Has been pregnant, but has never been married",YES,16,3 PARTNERS,Condom,PROTESTANT,Working part-time,"$15,000-$19,999",5,1,1,1,1,1,0,0,
81354,EVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,,,No,5 PARTNERS,YES,Condom,Other Protestant denomination,2-3 times a month,24 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,13-24 months,,18,5 PARTNERS,Condom,PROTESTANT,Working full-time,"$60,000-$74,999",1,0,0,0,0,0,0,1,1
81359,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,Yes,,,,Protestant - No specific denomination,2-3 times a month,20 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,PROTESTANT,Working part-time,"$75,000-$99,999",3,1,1,0,1,0,0,0,0
81365,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,,Yes,,YES,Condom,Baptist/Southern Baptist,More than once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,19,3 PARTNERS,Condom,PROTESTANT,Working full-time,"$25,000-$29,999",7,1,1,1,1,1,1,1,
81369,NEVER MARRIED,Yes,Yes,Yes,No,18-19 YEARS,,9th grade,,,YES,Condom,Protestant - No specific denomination,,25 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,"Has been pregnant, but has never been married",YES,16,4 PARTNERS,Condom,NO RELIGION,Working full-time,"$12,500-$14,999",0,0,0,0,0,0,0,0,
81375,NEVER MARRIED,No,No,Yes,No,MOTHER OR MOTHER-FIGURE DID NOT HAVE ANY CHILDREN,No,,No,,,,Baptist/Southern Baptist,Once a week,16 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,PROTESTANT,In school,"$25,000-$29,999",3,1,0,0,1,0,0,1,0
81378,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,Yes,,YES,Birth control pills,No religion,Once a week,19 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,19,1 PARTNER,Pill,PROTESTANT,Working full-time,$7500-$9999,2,0,1,0,1,0,0,0,1
81380,NEVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,No,,No,,,,Other Protestant denomination,Once or twice a year,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,Caring for family,$5000-$7499,0,0,0,0,0,0,0,0,0
81385,NEVER MARRIED,No,No,Yes,No,LESS THAN 18 YEARS,No,,Yes,,,,No religion,Once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,OTHER RELIGIONS,In school,"$50,000-$59,999",1,1,0,0,0,0,0,0,0
81406,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,,,Yes,,NO,,Protestant - No specific denomination,More than once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),BLACK,"Has been pregnant, but has never been married",YES,18,2 PARTNERS,Did not use a method at 1st intercourse,OTHER RELIGIONS,"Working, but on vacation, strike, or had temporary illness",Under $5000,6,1,1,1,1,1,1,0,
81413,NEVER MARRIED,No,No,No,No,30 OR OLDER,Yes,11th grade,Yes,,YES,"Withdrawal, pulling out",No religion,Never,17 YEARS,11TH GRADE,WHITE,,,17,1 PARTNER,Withdrawal,NO RELIGION,Not working but looking for work,"$15,000-$19,999",1,1,0,0,0,0,0,0,1
81423,NEVER MARRIED,No,No,No,No,30 OR OLDER,Yes,8th grade,Yes,,NO,,Baptist/Southern Baptist,Never,19 YEARS,11TH GRADE,WHITE,,,13,9 PARTNERS,Did not use a method at 1st intercourse,OTHER RELIGIONS,Working part-time,"$35,000-$39,999",6,1,1,1,1,1,1,0,1
81425,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,Yes,11th grade,No,,YES,Condom,Catholic,Once a week,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,12,Condom,NO RELIGION,In school,"$12,500-$14,999",1,1,0,0,0,0,0,0,1
81428,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,10th grade,Yes,,YES,Condom,"Methodist, Lutheran, Presbyterian, Episcopal",2-3 times a month,22 YEARS,BACHELOR'S DEGREE,WHITE,,,15,3 PARTNERS,Condom,NO RELIGION,Working full-time,"$12,500-$14,999",1,0,0,1,0,0,0,0,1
81434,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,Catholic,Once a week,16 YEARS,10TH GRADE,OTHER,,,,NONE,,CATHOLIC,In school,"$40,000-$49,999",5,1,1,1,1,1,0,0,0
81440,NEVER MARRIED,No,No,No,No,20-24 YEARS,No,,Yes,,,,Baptist/Southern Baptist,More than once a week,15 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,PROTESTANT,Working full-time,"$10,000-$12,499",2,1,0,1,0,0,0,0,0
81447,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,Protestant - No specific denomination,More than once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,OTHER RELIGIONS,Keeping house,"$40,000-$49,999",1,1,0,0,0,0,0,0,0
81451,NEVER MARRIED,No,No,No,No,18-19 YEARS,No,,Yes,,,,Catholic,2-3 times a month,17 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,,NONE,,CATHOLIC,Other,"$60,000-$74,999",6,1,1,1,1,1,1,0,0
81458,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,Yes,12th grade,Yes,,YES,Condom,Catholic,Once or twice a year,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,17,3 PARTNERS,Condom,CATHOLIC,Working part-time,"$50,000-$59,999",3,1,0,0,1,0,0,1,1
81461,NEVER MARRIED,No,No,No,No,18-19 YEARS,,,Yes,,YES,Condom,No religion,Never,24 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,19,1 PARTNER,Condom,NO RELIGION,Working full-time,"$20,000-$24,999",7,1,1,1,1,1,1,1,
81474,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,10th grade,Yes,,YES,Birth control pills,"Methodist, Lutheran, Presbyterian, Episcopal",2-3 times a month,23 YEARS,BACHELOR'S DEGREE,WHITE,,,16,5 PARTNERS,Pill,PROTESTANT,In school,Under $5000,1,1,0,0,0,0,0,0,1
81481,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,No,,Yes,,,,Protestant - No specific denomination,Never,17 YEARS,11TH GRADE,WHITE,,,,NONE,,PROTESTANT,Working part-time,"$20,000-$24,999",6,1,1,1,1,1,0,1,0
81482,NEVER MARRIED,Yes,Yes,Yes,Yes,30 OR OLDER,No,,Yes,,,,Baptist/Southern Baptist,Once a week,23 YEARS,BACHELOR'S DEGREE,WHITE,,,,NONE,,PROTESTANT,Other,"$35,000-$39,999",0,0,0,0,0,0,0,0,0
81489,EVER MARRIED,Yes,Yes,No,No,25-29 YEARS,,Don't know,No,2 PARTNERS,NO,,Catholic,Never,24 YEARS,11TH GRADE,WHITE,First conception before marriage,NO,14,2 PARTNERS,Did not use a method at 1st intercourse,CATHOLIC,Keeping house,"$100,000 or more",0,0,0,0,0,0,0,0,1
81499,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Baptist/Southern Baptist,Once a week,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,Other,"$35,000-$39,999",3,0,0,0,1,1,0,1,0
81502,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Protestant - No specific denomination,Once a week,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,PROTESTANT,Working full-time,"$100,000 or more",3,0,1,1,0,0,0,1,0
81512,EVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,12th grade,Yes,1 PARTNER,NO,,Catholic,More than once a week,24 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,25-36 months,,17,1 PARTNER,Did not use a method at 1st intercourse,CATHOLIC,Working part-time,"$50,000-$59,999",3,1,1,1,0,0,0,0,1
81514,NEVER MARRIED,No,No,No,Yes,LESS THAN 18 YEARS,,11th grade,Yes,,NO,,Protestant - No specific denomination,2-3 times a month,23 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",YES,16,4 PARTNERS,Did not use a method at 1st intercourse,NO RELIGION,Keeping house,"$10,000-$12,499",0,0,0,0,0,0,0,0,
81524,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,Yes,,Yes,,YES,Birth control pills,Catholic,3-11 times a year,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,4 PARTNERS,Pill,CATHOLIC,Working part-time,"$60,000-$74,999",5,1,1,0,1,1,1,0,1
81527,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,,Yes,,NO,,Catholic,3-11 times a year,24 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,18,1 PARTNER,Did not use a method at 1st intercourse,CATHOLIC,"Working, but on vacation, strike, or had temporary illness","$50,000-$59,999",5,0,1,1,1,1,1,0,1
81529,NEVER MARRIED,No,No,Yes,No,,Yes,9th grade,Yes,,YES,Birth control pills,No religion,3-11 times a year,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,14,6 PARTNERS,Pill,PROTESTANT,Working full-time,"$20,000-$24,999",1,0,0,0,0,0,0,1,1
81538,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,No religion,Never,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,PROTESTANT,Not working but looking for work,"$10,000-$12,499",1,0,0,0,0,0,0,1,0
81552,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,No,,,,Catholic,Once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,CATHOLIC,"Working, but on vacation, strike, or had temporary illness","$15,000-$19,999",3,1,1,0,1,0,0,0,0
81553,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,Yes,12th grade,Yes,,YES,Condom,No religion,Never,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,17,1 PARTNER,Condom,NO RELIGION,Working part-time,"$100,000 or more",3,0,1,1,1,0,0,0,1
81554,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,No,,,,Fundamentalist Protestant,More than once a week,22 YEARS,BACHELOR'S DEGREE,WHITE,,,,NONE,,PROTESTANT,Working full-time,"$40,000-$49,999",3,1,1,0,0,0,0,1,0
81556,NEVER MARRIED,No,No,No,No,20-24 YEARS,,10th grade,No,,YES,Condom,No religion,Once a week,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),OTHER,"Has been pregnant, but has never been married",,15,5 PARTNERS,Condom,PROTESTANT,Working full-time,"$12,500-$14,999",6,1,1,1,1,1,1,0,
81559,EVER MARRIED,Yes,Yes,No,No,LESS THAN 18 YEARS,,Not in school,No,1 PARTNER,NO,,Catholic,Once a week,23 YEARS,9TH GRADE OR LESS,WHITE,First conception before marriage,NO,17,1 PARTNER,Did not use a method at 1st intercourse,CATHOLIC,Working full-time,"$35,000-$39,999",5,0,1,1,1,1,1,0,1
81574,NEVER MARRIED,No,No,Yes,No,20-24 YEARS,,10th grade,Yes,,YES,Birth control pills,Baptist/Southern Baptist,More than once a week,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",,16,7 PARTNERS,Pill,PROTESTANT,Working full-time,"$40,000-$49,999",7,1,1,1,1,1,1,1,
81575,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,Yes,10th grade,Yes,,YES,Condom,No religion,Never,19 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,16,3 PARTNERS,Condom,PROTESTANT,Other,"$12,500-$14,999",2,0,1,0,0,0,0,1,1
81579,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,No,,,,No religion,Never,19 YEARS,9TH GRADE OR LESS,BLACK,,,,NONE,,NO RELIGION,Other,"$30,000-$34,999",0,0,0,0,0,0,0,0,0
81595,NEVER MARRIED,Yes,Yes,No,Yes,Don't know,No,,No,,,,No religion,Once or twice a year,18 YEARS,10TH GRADE,WHITE,,,,NONE,,NO RELIGION,Working full-time,"$10,000-$12,499",2,0,1,0,1,0,0,0,0
81600,EVER MARRIED,Yes,Yes,No,No,20-24 YEARS,,8th grade,No,4 PARTNERS,YES,Condom,Baptist/Southern Baptist,More than once a week,24 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,WHITE,First conception before marriage,YES,15,4 PARTNERS,Condom,PROTESTANT,In school,"$50,000-$59,999",0,0,0,0,0,0,0,0,1
81601,NEVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,,11th grade,Yes,,YES,Condom,No religion,Never,20 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,16,2 PARTNERS,Condom,NO RELIGION,Working full-time,"$15,000-$19,999",0,0,0,0,0,0,0,0,
81603,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,Yes,1st year in college,Yes,,YES,Condom,No religion,Never,19 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,17,2 PARTNERS,Condom,NO RELIGION,Working full-time,"$25,000-$29,999",6,1,1,1,1,1,0,1,1
81604,NEVER MARRIED,Yes,Yes,Yes,Yes,20-24 YEARS,,10th grade,Yes,,YES,Condom,Other religion,Never,23 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,16,15,Condom,NO RELIGION,Other,"$35,000-$39,999",5,1,1,1,1,1,0,0,
81605,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,Yes,10th grade,Yes,,YES,Condom,Catholic,Once a week,19 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,,,15,5 PARTNERS,Condom,NO RELIGION,Keeping house,"$35,000-$39,999",4,0,1,1,1,0,1,0,1
81615,EVER MARRIED,No,No,Yes,No,25-29 YEARS,,,,1 PARTNER,NO,,Other religion,,25 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,More than 3 years,,18,1 PARTNER,Did not use a method at 1st intercourse,OTHER RELIGIONS,Working part-time,"$60,000-$74,999",0,0,0,0,0,0,0,0,1
81618,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,No,,,,Catholic,Once a week,17 YEARS,11TH GRADE,OTHER,,,,NONE,,CATHOLIC,In school,"$100,000 or more",1,0,0,0,0,0,0,1,0
81621,NEVER MARRIED,No,No,No,No,20-24 YEARS,Yes,8th grade,Yes,,YES,Condom,No religion,Once a month (about 12 times a year),24 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,,,14,6 PARTNERS,Condom,NO RELIGION,Working full-time,"$75,000-$99,999",1,0,1,0,0,0,0,0,1
81627,NEVER MARRIED,No,No,Yes,Yes,25-29 YEARS,No,,Yes,,,,Protestant - No specific denomination,Once a week,22 YEARS,BACHELOR'S DEGREE,OTHER,,,,NONE,,PROTESTANT,Working part-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,0
81634,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,Yes,,,,Catholic,Once or twice a year,20 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,,,,NONE,,NO RELIGION,Working full-time,"$10,000-$12,499",2,1,0,0,0,0,0,1,0
81638,NEVER MARRIED,No,No,Yes,No,30 OR OLDER,Yes,10th grade,Yes,,YES,Birth control pills,Other religion,Once a week,18 YEARS,ASSOCIATE DEGREE IN COLLEGE/UNIVERSITY,OTHER,,,15,2 PARTNERS,Pill,NO RELIGION,Other,"$60,000-$74,999",0,0,0,0,0,0,0,0,1
81641,NEVER MARRIED,No,No,No,No,20-24 YEARS,Yes,,,,YES,Condom,Baptist/Southern Baptist,,25 YEARS,BACHELOR'S DEGREE,BLACK,,,19,4 PARTNERS,Condom,NO RELIGION,Working part-time,"$35,000-$39,999",0,0,0,0,0,0,0,0,1
81646,NEVER MARRIED,No,No,No,Yes,30 OR OLDER,Yes,12th grade,Yes,,YES,Condom,"Methodist, Lutheran, Presbyterian, Episcopal",3-11 times a year,17 YEARS,11TH GRADE,WHITE,,,16,1 PARTNER,Condom,NO RELIGION,Working part-time,"$100,000 or more",4,1,1,0,1,0,1,0,1
81649,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,No,,,,No religion,Never,21 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,NO RELIGION,Working part-time,"$50,000-$59,999",0,0,0,0,0,0,0,0,0
81658,NEVER MARRIED,No,No,Yes,No,25-29 YEARS,Yes,8th grade,Yes,,YES,Condom,No religion,Once a week,23 YEARS,BACHELOR'S DEGREE,WHITE,,,14,15,Condom,NO RELIGION,Working part-time,"$15,000-$19,999",6,1,1,1,1,1,1,0,1
81663,NEVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,,9th grade,Yes,,NO,,"Methodist, Lutheran, Presbyterian, Episcopal",Never,18 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",,14,1 PARTNER,Did not use a method at 1st intercourse,NO RELIGION,Working full-time,"$20,000-$24,999",4,0,1,0,1,1,1,0,
81671,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,,11th grade,Yes,,YES,"Withdrawal, pulling out",No religion,Never,22 YEARS,HIGH SCHOOL GRADUATE (DIPLOMA OR GED),WHITE,"Has been pregnant, but has never been married",,17,4 PARTNERS,Withdrawal,NO RELIGION,Working full-time,"$75,000-$99,999",0,0,0,0,0,0,0,0,
81674,NEVER MARRIED,No,No,No,No,20-24 YEARS,No,,Yes,,,,Other Protestant denomination,Once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,PROTESTANT,Working part-time,"$20,000-$24,999",7,1,1,1,1,1,1,1,0
81696,NEVER MARRIED,No,No,No,No,LESS THAN 18 YEARS,Yes,10th grade,Yes,,NO,,Other religion,More than once a week,18 YEARS,11TH GRADE,BLACK,,,16,1 PARTNER,Did not use a method at 1st intercourse,OTHER RELIGIONS,In school,"$15,000-$19,999",7,1,1,1,1,1,1,1,1
81697,NEVER MARRIED,Yes,Yes,Yes,No,20-24 YEARS,No,,Yes,,,,"Methodist, Lutheran, Presbyterian, Episcopal",Once a week,22 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,PROTESTANT,Working part-time,"$40,000-$49,999",0,0,0,0,0,0,0,0,0
81698,NEVER MARRIED,No,No,Yes,Yes,20-24 YEARS,No,,No,,,,Baptist/Southern Baptist,More than once a week,22 YEARS,SOME COLLEGE BUT NO DEGREE,WHITE,,,,NONE,,NO RELIGION,In school,"$12,500-$14,999",7,1,1,1,1,1,1,1,0
81699,NEVER MARRIED,No,No,Yes,Yes,30 OR OLDER,No,,Yes,,,,No religion,Never,15 YEARS,9TH GRADE OR LESS,WHITE,,,,NONE,,NO RELIGION,In school,"$10,000-$12,499",3,1,1,0,1,0,0,0,0
81701,NEVER MARRIED,No,No,Yes,No,Don't know,No,,Yes,,,,Protestant - No specific denomination,More than once a week,17 YEARS,11TH GRADE,BLACK,,,,NONE,,PROTESTANT,Working part-time,"$40,000-$49,999",5,1,0,0,1,1,1,1,0
81702,NEVER MARRIED,No,No,No,Yes,20-24 YEARS,No,,Yes,,,,Other religion,More than once a week,24 YEARS,SOME COLLEGE BUT NO DEGREE,BLACK,,,,NONE,,PROTESTANT,Working full-time,"$25,000-$29,999",6,1,1,1,1,1,0,1,0
81709,NEVER MARRIED,No,No,Yes,Yes,18-19 YEARS,No,,Yes,,,,Catholic,3-11 times a year,19 YEARS,SOME COLLEGE BUT NO DEGREE,OTHER,,,,NONE,,CATHOLIC,Working full-time,"$30,000-$34,999",1,1,0,0,0,0,0,0,0
81715,NEVER MARRIED,No,No,Yes,No,18-19 YEARS,No,,Yes,,,,Catholic,More than once a week,16 YEARS,10TH GRADE,WHITE,,,,NONE,,CATHOLIC,In school,"$60,000-$74,999",1,0,0,0,0,0,0,1,0
